,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords
78917,user_1644,The neck is shorter.,35USIKEBNT98O64G8HT7ACUBARK6NA,32.0,5c4ac761701cbcb21021cd55d164c0ed,guitar,ShapeNet,9f938cb5771d594580cbbabb0edf7284,guitar,ShapeNet,False,guitar/ShapeNet/9f938cb5771d594580cbbabb0edf7284,guitar/ShapeNet/5c4ac761701cbcb21021cd55d164c0ed,True,guitar,guitar,0,"['the', 'neck', 'is', 'short', '-er']",5,the neck is short -er,train,train,train,train,"[1, 10, 509, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
78918,user_1088,The body is more round and thicker like an acoustic guitar,31Q0U3WYDR8OEZBWM401JJH42H517Y,112.0,6d546f8dd90259d62d4ead5a1be351b7,guitar,ShapeNet,aebe041eaae1962921d62dae9ac1d30f,guitar,ShapeNet,False,guitar/ShapeNet/aebe041eaae1962921d62dae9ac1d30f,guitar/ShapeNet/6d546f8dd90259d62d4ead5a1be351b7,False,guitar,guitar,0,"['the', 'body', 'is', 'more', 'round', 'and', 'thick', '-er', 'like', 'an', 'acoustic', 'guitar']",12,the body is more round and thick -er like an acoustic guitar,train,train,train,train,"[1, 10, 45, 7, 34, 134, 47, 54, 9, 35, 72, 3881, 757, 2, 0, 0, 0, 0]",body
78922,user_354,It has multiple necks,388U7OUMF9UYPTATZZU7AVPUYZ1R0O,56.0,70d9a5d0330abd9df4b498e11fb60a4b,guitar,ShapeNet,2b394d7e325c0ff5f48dc85fa744ff46,guitar,ShapeNet,False,guitar/ShapeNet/2b394d7e325c0ff5f48dc85fa744ff46,guitar/ShapeNet/70d9a5d0330abd9df4b498e11fb60a4b,True,guitar,guitar,0,"['it', 'has', 'multiple', 'necks']",4,it has multiple necks,train,train,train,train,"[1, 23, 24, 258, 1807, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
78923,user_677,Its a dual neck,37TD41K0AJ2UK05MQ4NWV6WRTQFCSO,58.0,70d9a5d0330abd9df4b498e11fb60a4b,guitar,ShapeNet,2b394d7e325c0ff5f48dc85fa744ff46,guitar,ShapeNet,False,guitar/ShapeNet/2b394d7e325c0ff5f48dc85fa744ff46,guitar/ShapeNet/70d9a5d0330abd9df4b498e11fb60a4b,True,guitar,guitar,0,"['its', 'a', 'dual', 'neck']",4,its a dual neck,train,train,train,train,"[1, 5, 26, 316, 509, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
78924,user_1529,The neck is wider.,3YGXWBAF72ABIF3B03REX3GLFZJ4CU,98.0,9c2dd87f9fa0614466c0cc72d086c581,guitar,ShapeNet,7e78c9080d79e7d3c0177b7521e73828,guitar,ShapeNet,False,guitar/ShapeNet/7e78c9080d79e7d3c0177b7521e73828,guitar/ShapeNet/9c2dd87f9fa0614466c0cc72d086c581,True,guitar,guitar,0,"['the', 'neck', 'is', 'wide', '-er']",5,the neck is wide -er,train,train,train,train,"[1, 10, 509, 7, 83, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
78928,user_1088,The body is less symmetrical,3KXIR214I69YKXB93A28LQ7Z3LT24W,78.0,62f77c35b213ce976ac47c8f9e87947a,guitar,ShapeNet,e709e622fb4f54546d9376f644442e99,guitar,ShapeNet,False,guitar/ShapeNet/e709e622fb4f54546d9376f644442e99,guitar/ShapeNet/62f77c35b213ce976ac47c8f9e87947a,True,guitar,guitar,0,"['the', 'body', 'is', 'less', 'symmetrical']",5,the body is less symmetrical,train,train,train,train,"[1, 10, 45, 7, 229, 489, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
78929,user_1252,The head of the target guitar points sharply to the right.,3WLEIWSYHQASW9Z4IHMRFFG38KQ2HH,143.0,62f77c35b213ce976ac47c8f9e87947a,guitar,ShapeNet,e709e622fb4f54546d9376f644442e99,guitar,ShapeNet,False,guitar/ShapeNet/e709e622fb4f54546d9376f644442e99,guitar/ShapeNet/62f77c35b213ce976ac47c8f9e87947a,True,guitar,guitar,0,"['the', 'head', 'of', 'the', 'target', 'guitar', 'points', 'sharply', 'to', 'the', 'right']",11,the head of the target guitar points sharply to the right,train,train,train,train,"[1, 10, 107, 38, 10, 11, 757, 298, 771, 58, 10, 118, 2, 0, 0, 0, 0, 0]",head
78930,user_677,The body is smaller,31HQ4X3T3U3NN4ZS3HGVYPMENZWSLN,61.0,c40f68a092baacd133d89feae811d3a1,guitar,ShapeNet,fba2fc6f7ab8a62a93f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/fba2fc6f7ab8a62a93f0194265a9746c,guitar/ShapeNet/c40f68a092baacd133d89feae811d3a1,True,guitar,guitar,0,"['the', 'body', 'is', 'small', '-er']",5,the body is small -er,train,train,train,train,"[1, 10, 45, 7, 111, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
78931,user_1644,The neck is longer.,3K2755HG5UWVLN6EKGI88DVUP3ZFDG,48.0,c40f68a092baacd133d89feae811d3a1,guitar,ShapeNet,fba2fc6f7ab8a62a93f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/fba2fc6f7ab8a62a93f0194265a9746c,guitar/ShapeNet/c40f68a092baacd133d89feae811d3a1,True,guitar,guitar,0,"['the', 'neck', 'is', 'long', '-er']",5,the neck is long -er,train,train,train,train,"[1, 10, 509, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
78932,user_354,It has a V-Shaped headstock,3Y5140Z9DZ9OKBBUQXFOB4PBJ04PID,36.0,7027bc171baae1d663e148e250c0340d,guitar,ShapeNet,32a337387527f39193f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/32a337387527f39193f0194265a9746c,guitar/ShapeNet/7027bc171baae1d663e148e250c0340d,True,guitar,guitar,0,"['it', 'has', 'a', 'v', 'shaped', 'headstock']",6,it has a v shaped headstock,train,train,train,train,"[1, 23, 24, 26, 384, 14, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
78933,user_1252,"The head of the Target guitar is shaped like a ""V.""",36AHBNMV1T51LEN9P6AWXY2AVX4DYS,312.0,7027bc171baae1d663e148e250c0340d,guitar,ShapeNet,32a337387527f39193f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/32a337387527f39193f0194265a9746c,guitar/ShapeNet/7027bc171baae1d663e148e250c0340d,True,guitar,guitar,0,"['the', 'head', 'of', 'the', 'target', 'guitar', 'is', 'shaped', 'like', 'a', ""'"", 'v', ""'""]",13,the head of the target guitar is shaped like a ' v ',train,train,train,train,"[1, 10, 107, 38, 10, 11, 757, 7, 14, 35, 26, 587, 384, 587, 2, 0, 0, 0]",head
78936,user_354,All of its tuning pegs are on the left side of its headstock,386CSBG1O1FTR3H8O9LOE6PGFGMQ6O,38.0,176ceacdbc44bc3569da8e7f9a803d12,guitar,ShapeNet,cda7995e00026129e33462de7b4c569b,guitar,ShapeNet,False,guitar/ShapeNet/cda7995e00026129e33462de7b4c569b,guitar/ShapeNet/176ceacdbc44bc3569da8e7f9a803d12,False,guitar,guitar,0,"['all', 'of', 'its', 'tuning', 'pegs', 'are', 'on', 'the', 'left', 'side', 'of', 'its', 'headstock']",13,all of its tuning pegs are on the left side of its headstock,train,train,train,train,"[1, 367, 38, 5, 3883, 2023, 16, 20, 10, 187, 22, 38, 5, 3882, 2, 0, 0, 0]",head
78937,user_1088,The body is more simple and less ornate,3PZDLQMM0VE1F1OOWP8Q4OJNV2RC28,123.0,176ceacdbc44bc3569da8e7f9a803d12,guitar,ShapeNet,cda7995e00026129e33462de7b4c569b,guitar,ShapeNet,False,guitar/ShapeNet/cda7995e00026129e33462de7b4c569b,guitar/ShapeNet/176ceacdbc44bc3569da8e7f9a803d12,False,guitar,guitar,0,"['the', 'body', 'is', 'more', 'simple', 'and', 'less', 'ornate']",8,the body is more simple and less ornate,train,train,train,train,"[1, 10, 45, 7, 34, 421, 47, 229, 191, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
78938,user_354,It has three large knobs on the right side of its body,3ZPBJO59KRUFZJXKF668BY77530DH6,77.0,2ad699d80ae93ae793f0194265a9746c,guitar,ShapeNet,451678b1ddcaf9e6d26aa1b9cb124738,guitar,ShapeNet,False,guitar/ShapeNet/451678b1ddcaf9e6d26aa1b9cb124738,guitar/ShapeNet/2ad699d80ae93ae793f0194265a9746c,True,guitar,guitar,0,"['it', 'has', 'three', 'large', 'knobs', 'on', 'the', 'right', 'side', 'of', 'its', 'body']",12,it has three large knobs on the right side of its body,train,train,train,train,"[1, 23, 24, 80, 94, 224, 20, 10, 118, 22, 38, 5, 45, 2, 0, 0, 0, 0]",body
78939,user_1598,The target's headstock is thinner.,37QW5D2ZRIFS8XF99S7RTK08321S8B,53.0,2ad699d80ae93ae793f0194265a9746c,guitar,ShapeNet,451678b1ddcaf9e6d26aa1b9cb124738,guitar,ShapeNet,False,guitar/ShapeNet/451678b1ddcaf9e6d26aa1b9cb124738,guitar/ShapeNet/2ad699d80ae93ae793f0194265a9746c,True,guitar,guitar,0,"['the', 'target', ""'s"", 'headstock', 'is', 'thin', '-er']",7,the target 's headstock is thin -er,train,train,train,train,"[1, 10, 11, 12, 3882, 7, 60, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
78940,user_354,Its body is shaped like a person,3GDTJDAPVW4PA224PVB5HB12BWSM84,40.0,a276d9eee2bb79f2691c0d594e383a87,guitar,ShapeNet,c73e40b1c97e24d8a1f251d725bedef2,guitar,ShapeNet,False,guitar/ShapeNet/c73e40b1c97e24d8a1f251d725bedef2,guitar/ShapeNet/a276d9eee2bb79f2691c0d594e383a87,False,guitar,guitar,0,"['its', 'body', 'is', 'shaped', 'like', 'a', 'person']",7,its body is shaped like a person,test,train,test,train,"[1, 5, 45, 7, 14, 35, 26, 2408, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
78941,user_1252,The head of the Target guitar is shaped differently and presents a flame-like design.,3CFVK00FWNEI061VW4DSXKQM5XAL6F,103.0,a276d9eee2bb79f2691c0d594e383a87,guitar,ShapeNet,c73e40b1c97e24d8a1f251d725bedef2,guitar,ShapeNet,False,guitar/ShapeNet/c73e40b1c97e24d8a1f251d725bedef2,guitar/ShapeNet/a276d9eee2bb79f2691c0d594e383a87,False,guitar,guitar,0,"['the', 'head', 'of', 'the', 'target', 'guitar', 'is', 'shaped', 'differently', 'and', 'presents', 'a', 'flame', 'like', 'design']",15,the head of the target guitar is shaped differently and presents a flame like design,test,train,test,train,"[1, 10, 107, 38, 10, 11, 757, 7, 14, 1808, 47, 3, 26, 3892, 35, 192, 2, 0]",head
78942,user_354,It has less knobs on its body,3Z9WI9EOZ1HNDP3U7NSVFB2XPI2HK4,65.0,f2b4f9d8f31d0dfcfffda81e9d316a1d,guitar,ShapeNet,10d2c216c70b788485b61f146daff2fb,guitar,ShapeNet,False,guitar/ShapeNet/10d2c216c70b788485b61f146daff2fb,guitar/ShapeNet/f2b4f9d8f31d0dfcfffda81e9d316a1d,True,guitar,guitar,0,"['it', 'has', 'less', 'knobs', 'on', 'its', 'body']",7,it has less knobs on its body,train,train,train,train,"[1, 23, 24, 229, 224, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
78943,user_920,"The target's head ahas a tiny ""V"" shape.",3C5W7UE9CHJFP33CX3NXXAIV2MNXM7,69.0,f2b4f9d8f31d0dfcfffda81e9d316a1d,guitar,ShapeNet,10d2c216c70b788485b61f146daff2fb,guitar,ShapeNet,False,guitar/ShapeNet/10d2c216c70b788485b61f146daff2fb,guitar/ShapeNet/f2b4f9d8f31d0dfcfffda81e9d316a1d,True,guitar,guitar,0,"['the', 'target', ""'s"", 'head', 'ahas', 'a', 'tiny', 'v', 'shape']",9,the target 's head ahas a tiny v shape,train,train,train,train,"[1, 10, 11, 12, 107, 3932, 26, 836, 384, 93, 2, 0, 0, 0, 0, 0, 0, 0]",head
78945,user_1252,The tuners of the target guitar are situated on the left side of the head.,3YOH7BII0B0SVQYECC9ZUCT6X99KVH,85.0,a628f408f1062c0649788b38f0ff60f2,guitar,ShapeNet,c99fd50cca7aebcf63e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/c99fd50cca7aebcf63e148e250c0340d,guitar/ShapeNet/a628f408f1062c0649788b38f0ff60f2,False,guitar,guitar,0,"['the', 'tuners', 'of', 'the', 'target', 'guitar', 'are', 'situated', 'on', 'the', 'left', 'side', 'of', 'the', 'head']",15,the tuners of the target guitar are situated on the left side of the head,train,train,train,train,"[1, 10, 3887, 38, 10, 11, 757, 16, 810, 20, 10, 187, 22, 38, 10, 107, 2, 0]",head
78948,user_1601,"The target guitar has a plain L5S body, and not a Star.",3UN61F00HYIXK0WUW50JRQLLF3ER53,297.0,1821a6d30c529af493b667ec2f48a310,guitar,ShapeNet,ed486c24321fcddaa3d3eb77b119df6d,guitar,ShapeNet,False,guitar/ShapeNet/ed486c24321fcddaa3d3eb77b119df6d,guitar/ShapeNet/1821a6d30c529af493b667ec2f48a310,False,guitar,guitar,0,"['the', 'target', 'guitar', 'has', 'a', 'plain', 'los', 'body', 'and', 'not', 'a', 'star']",12,the target guitar has a plain los body and not a star,train,train,train,train,"[1, 10, 11, 757, 24, 26, 559, 3, 45, 47, 40, 26, 683, 2, 0, 0, 0, 0]",body
78951,user_1712,the body is more rounded and resembles an acoustic guitar,3VZLGYJEYN3FOA2VCSDR5CE4H9UZXH,49.0,95f9f944e62274e8a2bdf3e6e90db79a,guitar,ShapeNet,1b1c78a14841a4ce3630a3b40acf3144,guitar,ShapeNet,False,guitar/ShapeNet/1b1c78a14841a4ce3630a3b40acf3144,guitar/ShapeNet/95f9f944e62274e8a2bdf3e6e90db79a,False,guitar,guitar,0,"['the', 'body', 'is', 'more', 'rounded', 'and', 'resembles', 'an', 'acoustic', 'guitar']",10,the body is more rounded and resembles an acoustic guitar,train,train,train,train,"[1, 10, 45, 7, 34, 48, 47, 665, 72, 3881, 757, 2, 0, 0, 0, 0, 0, 0]",body
78952,user_920,The target's head has two points.,33NF62TLXLVJ4VYKVNVGROIC2JAKJY,59.0,9aa333a858848cb685a8bf3411bdb83e,guitar,ShapeNet,4e4d180e78d8b52a93f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/4e4d180e78d8b52a93f0194265a9746c,guitar/ShapeNet/9aa333a858848cb685a8bf3411bdb83e,False,guitar,guitar,0,"['the', 'target', ""'s"", 'head', 'has', 'two', 'points']",7,the target 's head has two points,test,train,test,train,"[1, 10, 11, 12, 107, 24, 17, 298, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
78958,user_1032,It has smaller cutouts at the top of the body,3L2IS5HSFCBTQHUH4ZRAQI8RDJOUNY,58.0,772d6017a18caf6f93f0194265a9746c,guitar,ShapeNet,7701180906a0aa156a7ae841f1f88f87,guitar,ShapeNet,False,guitar/ShapeNet/7701180906a0aa156a7ae841f1f88f87,guitar/ShapeNet/772d6017a18caf6f93f0194265a9746c,True,guitar,guitar,0,"['it', 'has', 'small', '-er', 'cutouts', 'at', 'the', 'top', 'of', 'the', 'body']",11,it has small -er cutouts at the top of the body,train,train,train,train,"[1, 23, 24, 111, 9, 1488, 98, 10, 99, 38, 10, 45, 2, 0, 0, 0, 0, 0]",body
78959,user_1577,body is more decorated with a pick guard that matches the curves of the body,374TNBHA8DOVANREUSGGXX99EEQYQJ,190.0,772d6017a18caf6f93f0194265a9746c,guitar,ShapeNet,7701180906a0aa156a7ae841f1f88f87,guitar,ShapeNet,False,guitar/ShapeNet/7701180906a0aa156a7ae841f1f88f87,guitar/ShapeNet/772d6017a18caf6f93f0194265a9746c,True,guitar,guitar,0,"['body', 'is', 'more', 'decorated', 'with', 'a', 'pick', 'guard', 'that', 'matches', 'the', 'curves', 'of', 'the', 'body']",15,body is more decorated with a pick guard that matches the curves of the body,train,train,train,train,"[1, 45, 7, 34, 1456, 121, 26, 758, 1389, 172, 1557, 10, 156, 38, 10, 45, 2, 0]",body
78962,user_354,It has tuning pegs on each side of its headstock,3SLE99ER0P68B7ZU7WL9GFNCYJ1BZ5,64.0,3ddfc6cbb08d60b393f0194265a9746c,guitar,ShapeNet,e70d5369f840577593f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/e70d5369f840577593f0194265a9746c,guitar/ShapeNet/3ddfc6cbb08d60b393f0194265a9746c,False,guitar,guitar,0,"['it', 'has', 'tuning', 'pegs', 'on', 'each', 'side', 'of', 'its', 'headstock']",10,it has tuning pegs on each side of its headstock,train,train,train,train,"[1, 23, 24, 3883, 2023, 20, 21, 22, 38, 5, 3882, 2, 0, 0, 0, 0, 0, 0]",head
78963,user_920,The top of the targets's headstock comes to two points.,3GM6G9ZBKPQ88MUSSTM087XPPNNMTV,103.0,3ddfc6cbb08d60b393f0194265a9746c,guitar,ShapeNet,e70d5369f840577593f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/e70d5369f840577593f0194265a9746c,guitar/ShapeNet/3ddfc6cbb08d60b393f0194265a9746c,False,guitar,guitar,0,"['the', 'top', 'of', 'the', 'target', ""'s"", ""'s"", 'headstock', 'comes', 'to', 'two', 'points']",12,the top of the target 's 's headstock comes to two points,train,train,train,train,"[1, 10, 99, 38, 10, 11, 12, 12, 3882, 88, 58, 17, 298, 2, 0, 0, 0, 0]",head
78964,user_354,It has all of its tuning pegs on the left side of its body,3WI0P0II63LSODBNBBI2P29DSNTRDY,48.0,648a820e550bdfd093f0194265a9746c,guitar,ShapeNet,1a96f73d0929bd4793f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/1a96f73d0929bd4793f0194265a9746c,guitar/ShapeNet/648a820e550bdfd093f0194265a9746c,True,guitar,guitar,0,"['it', 'has', 'all', 'of', 'its', 'tuning', 'pegs', 'on', 'the', 'left', 'side', 'of', 'its', 'body']",14,it has all of its tuning pegs on the left side of its body,train,train,train,train,"[1, 23, 24, 367, 38, 5, 3883, 2023, 20, 10, 187, 22, 38, 5, 45, 2, 0, 0]",body
78965,user_920,The top of the target's headstock is slanted.,3Z4XG4ZF4AK04E1832DESSH0IDO8XC,43.0,648a820e550bdfd093f0194265a9746c,guitar,ShapeNet,1a96f73d0929bd4793f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/1a96f73d0929bd4793f0194265a9746c,guitar/ShapeNet/648a820e550bdfd093f0194265a9746c,True,guitar,guitar,0,"['the', 'top', 'of', 'the', 'target', ""'s"", 'headstock', 'is', 'slanted']",9,the top of the target 's headstock is slanted,train,train,train,train,"[1, 10, 99, 38, 10, 11, 12, 3882, 7, 674, 2, 0, 0, 0, 0, 0, 0, 0]",head
78969,user_1598,The pickups on the target's body are farther away from each other.,333U7HK6IB8BQPSA369TNBNMIW0JDF,118.0,3824a2336972d144a24eeca91f583600,guitar,ShapeNet,9925355d4b0deff6247a5be450795511,guitar,ShapeNet,False,guitar/ShapeNet/9925355d4b0deff6247a5be450795511,guitar/ShapeNet/3824a2336972d144a24eeca91f583600,True,guitar,guitar,0,"['the', 'pickups', 'on', 'the', 'target', ""'s"", 'body', 'are', 'far', '-er', 'away', 'from', 'each', 'other']",14,the pickups on the target 's body are far -er away from each other,train,train,train,train,"[1, 10, 3878, 20, 10, 11, 12, 45, 16, 78, 9, 543, 113, 21, 396, 2, 0, 0]",body
78970,user_1252,The top of the head of the target guitar is rounded at the tip.,3U5JL4WY5M2ZLDE6RZN1BG1VGKR4XM,194.0,d4b2ddb52e8dcd3593f0194265a9746c,guitar,ShapeNet,3839f1edddecf07c502e2eeb62a0f66d,guitar,ShapeNet,False,guitar/ShapeNet/3839f1edddecf07c502e2eeb62a0f66d,guitar/ShapeNet/d4b2ddb52e8dcd3593f0194265a9746c,False,guitar,guitar,0,"['the', 'top', 'of', 'the', 'head', 'of', 'the', 'target', 'guitar', 'is', 'rounded', 'at', 'the', 'tip']",14,the top of the head of the target guitar is rounded at the tip,train,train,train,train,"[1, 10, 99, 38, 10, 107, 38, 10, 11, 757, 7, 48, 98, 10, 357, 2, 0, 0]",head
78974,user_1529,The head is a triangle shape.,3A7Y0R2P2QHPOVXRU6A5HIQEYJYJXD,747.0,b35e8f73d68885059e25703eed62525b,guitar,ShapeNet,fc003660554be7334dfe0ed95d7290cf,guitar,ShapeNet,False,guitar/ShapeNet/fc003660554be7334dfe0ed95d7290cf,guitar/ShapeNet/b35e8f73d68885059e25703eed62525b,True,guitar,guitar,0,"['the', 'head', 'is', 'a', 'triangle', 'shape']",6,the head is a triangle shape,train,train,train,train,"[1, 10, 107, 7, 26, 608, 93, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
78975,user_2039,The headstock is slanted.,3NVC2EB65SS33MLCWH4KKPGY4QJ3Y0,180.0,b35e8f73d68885059e25703eed62525b,guitar,ShapeNet,fc003660554be7334dfe0ed95d7290cf,guitar,ShapeNet,False,guitar/ShapeNet/fc003660554be7334dfe0ed95d7290cf,guitar/ShapeNet/b35e8f73d68885059e25703eed62525b,True,guitar,guitar,0,"['the', 'headstock', 'is', 'slanted']",4,the headstock is slanted,train,train,train,train,"[1, 10, 3882, 7, 674, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
78981,user_1154,The left side of the headstock points upwards.,3PMBY0YE29WCFL9NHYN5EBR11O0C9V,87.0,19edd59f5ac0f3c7972b486a47e2bd46,guitar,ShapeNet,120b5821b1d27de5ba32f71f79130dff,guitar,ShapeNet,False,guitar/ShapeNet/120b5821b1d27de5ba32f71f79130dff,guitar/ShapeNet/19edd59f5ac0f3c7972b486a47e2bd46,False,guitar,guitar,0,"['the', 'left', 'side', 'of', 'the', 'headstock', 'points', 'upwards']",8,the left side of the headstock points upwards,train,train,train,train,"[1, 10, 187, 22, 38, 10, 3882, 298, 209, 2, 0, 0, 0, 0, 0, 0, 0, 0]",head
78983,user_1644,The neck is shorter.,38SKSKU7R3QYTQWWY5MHUNGRESGLIS,32.0,22129fab1497437cc3f912172873d52f,guitar,ShapeNet,6f52e760ce1d8b95fe2455ba3d942ef3,guitar,ShapeNet,False,guitar/ShapeNet/6f52e760ce1d8b95fe2455ba3d942ef3,guitar/ShapeNet/22129fab1497437cc3f912172873d52f,False,guitar,guitar,0,"['the', 'neck', 'is', 'short', '-er']",5,the neck is short -er,train,train,train,train,"[1, 10, 509, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
78986,user_354,It has a skinnier neck,340UGXU9D0U6YM3Q6QD10Z24ZLZUVM,54.0,dab53ffe5ceafeb198e9e7d2e581bf6c,guitar,ShapeNet,b6f78c76441e30fbb60d315a520dce5d,guitar,ShapeNet,False,guitar/ShapeNet/b6f78c76441e30fbb60d315a520dce5d,guitar/ShapeNet/dab53ffe5ceafeb198e9e7d2e581bf6c,True,guitar,guitar,0,"['it', 'has', 'a', 'skinny', '-er', 'neck']",6,it has a skinny -er neck,train,train,train,train,"[1, 23, 24, 26, 282, 9, 509, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
78992,user_354,Its body has a rounded finish,3NXNZ5RS1CQ634ERQHFUYPZN0R479K,40.0,44c05e219618a6395b3335548350bdee,guitar,ShapeNet,9e26dcbac33f056c343b0b12983b9982,guitar,ShapeNet,False,guitar/ShapeNet/9e26dcbac33f056c343b0b12983b9982,guitar/ShapeNet/44c05e219618a6395b3335548350bdee,False,guitar,guitar,0,"['its', 'body', 'has', 'a', 'rounded', 'finish']",6,its body has a rounded finish,train,train,train,train,"[1, 5, 45, 24, 26, 48, 1766, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
78993,user_920,The target's head is rounded.,34MAJL3QP6GN5F7S7AGD40CR90Y43G,48.0,44c05e219618a6395b3335548350bdee,guitar,ShapeNet,9e26dcbac33f056c343b0b12983b9982,guitar,ShapeNet,False,guitar/ShapeNet/9e26dcbac33f056c343b0b12983b9982,guitar/ShapeNet/44c05e219618a6395b3335548350bdee,False,guitar,guitar,0,"['the', 'target', ""'s"", 'head', 'is', 'rounded']",6,the target 's head is rounded,train,train,train,train,"[1, 10, 11, 12, 107, 7, 48, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
78994,user_1032,It has six tuning pegs along one side of the headstock,3QJOXOW4XLK6J3CV2YX59LXOM86ME1,88.0,d0f1b3ecae66a027b45664be560bdedc,guitar,ShapeNet,605ddf879e8601d4a072700b3aa0dc00,guitar,ShapeNet,False,guitar/ShapeNet/605ddf879e8601d4a072700b3aa0dc00,guitar/ShapeNet/d0f1b3ecae66a027b45664be560bdedc,True,guitar,guitar,0,"['it', 'has', 'six', 'tuning', 'pegs', 'along', 'one', 'side', 'of', 'the', 'headstock']",11,it has six tuning pegs along one side of the headstock,train,train,train,train,"[1, 23, 24, 553, 3883, 2023, 480, 19, 22, 38, 10, 3882, 2, 0, 0, 0, 0, 0]",head
78995,user_1252,The head of the target guitar is curved to the left.,3Q5ZZ9ZEVQ8R2VHYXWUJ09QGPFH584,248.0,d0f1b3ecae66a027b45664be560bdedc,guitar,ShapeNet,605ddf879e8601d4a072700b3aa0dc00,guitar,ShapeNet,False,guitar/ShapeNet/605ddf879e8601d4a072700b3aa0dc00,guitar/ShapeNet/d0f1b3ecae66a027b45664be560bdedc,True,guitar,guitar,0,"['the', 'head', 'of', 'the', 'target', 'guitar', 'is', 'curved', 'to', 'the', 'left']",11,the head of the target guitar is curved to the left,train,train,train,train,"[1, 10, 107, 38, 10, 11, 757, 7, 51, 58, 10, 187, 2, 0, 0, 0, 0, 0]",head
79004,user_90,The headboard has two points,3IO1LGZLKBQNLZHC2F4OSF4GL2I86X,117.0,980e470ec52ca71863ae8c3a62777578,guitar,ShapeNet,5446e1b00632ba2186f9feebc35c79bb,guitar,ShapeNet,False,guitar/ShapeNet/5446e1b00632ba2186f9feebc35c79bb,guitar/ShapeNet/980e470ec52ca71863ae8c3a62777578,False,guitar,guitar,0,"['the', 'headboard', 'has', 'two', 'points']",5,the headboard has two points,train,train,train,train,"[1, 10, 2874, 24, 17, 298, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
79005,user_1252,The head of the target guitar is pointed and curved at the top.,3M0BCWMB8XP4HCUPW912HBTUHAXBW1,293.0,980e470ec52ca71863ae8c3a62777578,guitar,ShapeNet,5446e1b00632ba2186f9feebc35c79bb,guitar,ShapeNet,False,guitar/ShapeNet/5446e1b00632ba2186f9feebc35c79bb,guitar/ShapeNet/980e470ec52ca71863ae8c3a62777578,False,guitar,guitar,0,"['the', 'head', 'of', 'the', 'target', 'guitar', 'is', 'pointed', 'and', 'curved', 'at', 'the', 'top']",13,the head of the target guitar is pointed and curved at the top,train,train,train,train,"[1, 10, 107, 38, 10, 11, 757, 7, 387, 47, 51, 98, 10, 99, 2, 0, 0, 0]",head
